"Region","Complex","Site","Rookery","Source","Lon","Lat","Spp","Comment"
"CALIF","DRIFTWOOD BEACH","DRIFTWOOD BEACH",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.96746,38.20023,"MIXED",NA
"CALIF","DUNCANS LANDNG","DUNCANS LANDNG",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.07773,38.37747,"MIXED",NA
"CALIF","DUXBURY POINT","DUXBURY POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.70429,37.88245,"MIXED",NA
"CALIF","EEL RCK","EEL RCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.42338,37.40105,"MIXED",NA
"CALIF","ELEPHANT ROCK","ELEPHANT ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.95461,38.16454,"MIXED",NA
"CALIF","ELK","ELK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.71668,39.09834,"MIXED",NA
"CALIF","ELK HEAD","ELK HEAD",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.15946,41.07073,"MIXED",NA
"CALIF","ELKHORN SLOUGH N JETTY","ELKHORN SLOUGH N JETTY",NA,"SWFSC",-121.78833,36.80833,"CSL",NA
"CALIF","ESTERO AMERICANO","ESTERO AMERICANO",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.005,38.2803,"MIXED",NA
"CALIF","FALSE CAPE","FALSE CAPE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.38801,40.50401,"MIXED",NA
"CALIF","FALSE CAPE ROCK","FALSE CAPE ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.38937,40.51048,"MIXED",NA
"CALIF","FALSE CAPE ROCKS","FALSE CAPE ROCKS",NA,"SWFSC",-124.395,40.51167,"CSL",NA
"CALIF","FALSE CAPE ROCKS N","FALSE CAPE ROCKS N",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.39503,40.51076,"MIXED",NA
"CALIF","FALSE KLAMATH ROCK","FALSE KLAMATH ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-124.123,41.5788,"SSL",NA
"CALIF","FARALLON ISLAND","FARALLON ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","FARALLON ISLANDS","FARALLON ISLANDS MIDDLE",NA,"ODFW",-123.04167,37.72333,"MIXED",NA
"CALIF","FARALLON ISLANDS","FARALLON ISLANDS N",NA,"ODFW",-123.10333,37.77,"MIXED",NA
"CALIF","FARALLON ISLANDS","FARALLON ISLANDS SOUTHEAST","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-123.00264,37.69889,"MIXED",NA
"CALIF","FARALLON SOUTHEAST","FARALLON SOUTHEAST",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","FARALLONS","FARALLONS",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","FISH ROCK","FISH ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-123.592,38.8,"SSL",NA
"CALIF","FISH ROCKS","FISH ROCKS",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.5795,38.79576,"MIXED",NA
"CALIF","FISH ROCKS AREA","FISH ROCKS AREA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.5556,38.77846,"MIXED",NA
"CALIF","FISHERMAN BAY AREA","FISHERMAN BAY AREA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.38739,38.63023,"MIXED",NA
"CALIF","FISK MILL COVE","FISK MILL COVE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.35047,38.57725,"MIXED",NA
"CALIF","FLATIRON ROCK","FLATIRON ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.16316,41.05964,"MIXED",NA
"CALIF","FLATIRON ROCK TRINIDAD","FLATIRON ROCK TRINIDAD",NA,"SWFSC",-124.16167,41.06333,"CSL",NA
"CALIF","FLINT ROCK HEAD","FLINT ROCK HEAD",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.08484,41.52354,"MIXED",NA
"CALIF","FORT ROSS COVE","FORT ROSS COVE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.25504,38.49884,"MIXED",NA
"CALIF","FORT ROSS REEF","FORT ROSS REEF",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.2321,38.49945,"MIXED",NA
"CALIF","GERSTLE COVE","GERSTLE COVE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.31481,38.55122,"MIXED",NA
"CALIF","GOAT ISLAND","GOAT ISLAND",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.81257,39.30692,"MIXED",NA
"CALIF","GOAT ISLAND S","GOAT ISLAND S",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.80407,39.28917,"MIXED",NA
"CALIF","GORDA ROCK","GORDA ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.20875,40.15193,"MIXED",NA
"CALIF","GORDA ROCK PUNTA GORDA","GORDA ROCK PUNTA GORDA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.35085,40.24567,"MIXED",NA
"CALIF","GORDA ROCK PUNTA GORDA","GORDA ROCK PUNTA GORDA",NA,"SWFSC",-124.33333,40.24167,"SSL",NA
"CALIF","GUALA RIVER","GUALA RIVER",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.53171,38.76115,"MIXED",NA
"CALIF","GUALALA POINT AREA","GUALALA POINT AREA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.53128,38.75216,"MIXED",NA
"CALIF","GULL ISLAND","GULL ISLAND",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-119.82491,33.9504,"MIXED",NA
"CALIF","HAIR SEAL ROCK","HAIR SEAL ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.35425,40.32656,"MIXED",NA
"CALIF","HARLAN ROCK","HARLAN ROCK",NA,"SWFSC",-121.53333,36.01333,"CSL",NA
"CALIF","HAVENS NECK","HAVENS NECK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.60253,38.79508,"MIXED",NA
"CALIF","HIGH TIP","HIGH TIP",NA,"SWFSC",-123.95583,39.92383,"SSL",NA
"CALIF","HOG ISLAND","HOG ISLAND",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.93058,38.18236,"MIXED",NA
"CALIF","HORSESHOE POINT AREA","HORSESHOE POINT AREA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.36277,38.59491,"MIXED",NA
"CALIF","HUMBOLDT COUNY","N BIG LAGOON",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","JACKSON PINNACLE","JACKSON PINNACLE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.92201,39.89001,"MIXED",NA
"CALIF","JONATHON ROCK","JONATHON ROCK",NA,"ODFW",0,0,"SSL",NA
"CALIF","JUSTINS ROCK","JUSTINS ROCK",NA,"ODFW",0,0,"SSL",NA
"CALIF","KALAMATH BEACH","KALAMATH BEACH",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","KLAMATH RIVER","KLAMATH RIVER",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.10771,41.60825,"MIXED",NA
"CALIF","KLAMATH RIVER AREA","KLAMATH RIVER AREA",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","KLAMATH RIVER MOUTH BONNELL S ADDITION","KLAMATH RIVER MOUTH BONNELL S ADDITION",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.07955,41.53921,"MIXED",NA
"CALIF","LAGUNA POINT","LAGUNA POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.80515,39.49017,"MIXED",NA
"CALIF","LAGUNA POINT N","LAGUNA POINT N",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.79496,39.4957,"MIXED",NA
"CALIF","LAGUNA POINT S","LAGUNA POINT S",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.80851,39.47126,"MIXED",NA
"CALIF","LIMANTOUR SPIT","LIMANTOUR SPIT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.91437,38.01253,"MIXED",NA
"CALIF","LION ROCK","LION ROCK",NA,"SWFSC",-120.87,35.22,"CSL",NA
"CALIF","LOBOS ROCKS","LOBOS ROCKS",NA,"SWFSC",-121.9383,36.4558,"CSL",NA
"CALIF","LONG ROCK","LONG ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.29764,41.80189,"MIXED",NA
"CALIF","LOPEZ ROCK","LOPEZ ROCK",NA,"SWFSC",-121.58,36.02667,"CSL",NA
"CALIF","MAD RIVER BEACH ARCATA","MAD RIVER BEACH ARCATA",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MAD RIVER MOUTH","MAD RIVER MOUTH",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.13048,40.95426,"MIXED",NA
"CALIF","MENDOCINO","MENDOCINO",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MIDWAY POINT","MIDWAY POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.12764,41.64888,"MIXED",NA
"CALIF","MISTAKE POINT","MISTAKE POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.90435,39.85948,"MIXED",NA
"CALIF","MONTARA","MONTARA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.52177,37.53548,"MIXED",NA
"CALIF","MONTEREY","BAYFRONT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MONTEREY","COAST GAURD JETTY",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MONTEREY","FISHERMANS WHARF",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MONTEREY","SEA HARVEST FISH MARKET AND RESTURAUNT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MONTEREY BREAKWATER","MONTEREY BREAKWATER",NA,"SWFSC",-121.88833,36.61,"CSL",NA
"CALIF","MONTEREY HARBOR MARINA","MONTEREY HARBOR MARINA",NA,"SWFSC",-121.89283,36.60333,"CSL",NA
"CALIF","MORGAN ROCK","MORGAN ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.94718,39.91617,"MIXED",NA
"CALIF","MORRISON GULCH","MORRISON GULCH",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.62733,38.83035,"MIXED",NA
"CALIF","MOSS BEACH","MOSS BEACH",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.52116,37.51749,"MIXED",NA
"CALIF","MOSS LANDING","SEA HARVEST DOCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","MOUTH OF EEL RIVER","MOUTH OF EEL RIVER",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.3094,40.64312,"MIXED",NA
"CALIF","MOUTH OF MALLO PASS CREEK","MOUTH OF MALLO PASS CREEK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.69268,39.0355,"MIXED",NA
"CALIF","MOUTH OF MALLO PASS CREEK N","MOUTH OF MALLO PASS CREEK N",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.69374,39.04697,"MIXED",NA
"CALIF","MUIR BEACH","MUIR BEACH",NA,"SWFSC",-122.58167,37.86,"CSL",NA
"CALIF","MUSSEL POINT","MUSSEL POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.09768,41.32817,"MIXED",NA
"CALIF","MUSSEL POINT N","MUSSEL POINT N",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.09558,41.33283,"MIXED",NA
"CALIF","MUSSEL POINT S","MUSSEL POINT S",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.0918,41.31239,"MIXED",NA
"CALIF","MUSSEL ROCKS","MUSSEL ROCKS",NA,"SWFSC",-122.49667,37.675,"CSL",NA
"CALIF","MUZZI MARSH","MUZZI MARSH",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.47756,37.91434,"MIXED",NA
"CALIF","N ROCK","N ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.95085,39.91984,"MIXED",NA
"CALIF","N SIDE OF ABALONE POINT","N SIDE OF ABALONE POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.16318,41.13551,"MIXED",NA
"CALIF","NAVARRO POINT","NAVARRO POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.77102,39.19463,"MIXED",NA
"CALIF","NO NAME 10","NO NAME 10",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.05987,38.33326,"MIXED",NA
"CALIF","NO NAME 11","NO NAME 11",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.1969,38.48238,"MIXED",NA
"CALIF","NO NAME 12","NO NAME 12",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.43585,38.68288,"MIXED",NA
"CALIF","NO NAME 13","NO NAME 13",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.47204,38.71786,"MIXED",NA
"CALIF","NO NAME 6","NO NAME 6",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.42187,37.24958,"MIXED",NA
"CALIF","NO NAME 7","NO NAME 7",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.43839,37.41123,"MIXED",NA
"CALIF","NO NAME 8","NO NAME 8",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.51887,37.54872,"MIXED",NA
"CALIF","NO NAME 9","NO NAME 9",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.98117,38.21796,"MIXED",NA
"CALIF","NORTHWEST CAPE","N","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-123.33333,38.565,"SSL",NA
"CALIF","NORTHWEST CAPE","NORTHWEST CAPE",NA,"SWFSC",-123.25467,38.51067,"SSL",NA
"CALIF","NORTHWEST CAPE","S","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-123.16767,38.472,"SSL",NA
"CALIF","OTTER ROCK","OTTER ROCK",NA,"ODFW",0,0,"SSL",NA
"CALIF","OTTER ROCK CALIF","OTTER ROCK CALIF",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","PALMERS POINT","PALMERS POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.1647,41.12817,"MIXED",NA
"CALIF","PALMERS POINT S","PALMERS POINT S",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.16295,41.12469,"MIXED",NA
"CALIF","PATRICKS POINT","LOST WHALE INN",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","PATRICKS POINT","PALMERS POINT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","PATRICKS POINT","PATRICKS POINT",NA,"ODFW",-124.15892,41.13778,"SSL",NA
"CALIF","PATRICKS POINT","REDDING ROCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","PECHO ROCK","PECHO ROCK",NA,"SWFSC",-120.815,35.18167,"CSL",NA
"CALIF","PESCADERO CREEK","PESCADERO CREEK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.40147,37.26362,"MIXED",NA
"CALIF","PESCADERO ROCKS SO","PESCADERO ROCKS SO",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.4213,37.2316,"MIXED",NA
"CALIF","PILLAR POINT","PILLAR POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-122.49983,37.49283,"SSL",NA
"CALIF","PILLAR POINT","PILLAR POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.49732,37.482,"MIXED",NA
"CALIF","PISMO BEACH ROCK","PISMO BEACH ROCK",NA,"SWFSC",-120.68333,35.15,"CSL",NA
"CALIF","POINT ARENA AREA","POINT ARENA AREA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.73693,38.94408,"MIXED",NA
"CALIF","POINT ARGUELLO","POINT ARGUELLO",NA,"SWFSC",-120.652,34.57833,"CSL",NA
"CALIF","POINT BONITA","POINT BONITA",NA,"SWFSC",-122.52833,37.81667,"CSL",NA
"CALIF","POINT CABRILLO","POINT CABRILLO",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.82439,39.35709,"MIXED",NA
"CALIF","POINT DELGADA SHELTER COVE","POINT DELGADA SHELTER COVE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.06832,40.02035,"MIXED",NA
"CALIF","POINT DIABLO","POINT DIABLO",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.49703,37.81496,"MIXED",NA
"CALIF","POINT MUGU LAGOON","POINT MUGU LAGOON",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-119.09701,34.102,"MIXED",NA
"CALIF","POINT NO PASS","POINT NO PASS",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.99442,39.97077,"MIXED",NA
"CALIF","POINT PEDERNALES","POINT PEDERNALES",NA,"SWFSC",-120.64333,34.605,"CSL",NA
"CALIF","POINT PIEDRAS BLANCAS","POINT PIEDRAS BLANCAS",NA,"SWFSC",-121.28833,35.66833,"SSL",NA
"CALIF","POINT PIEDRAS BLANCAS LIGHTHOUSE ROCKS","POINT PIEDRAS BLANCAS LIGHTHOUSE ROCKS",NA,"SWFSC",-121.28833,35.66833,"CSL",NA
"CALIF","POINT PIEDRAS BLANCAS S ROCKS","POINT PIEDRAS BLANCAS S ROCKS",NA,"SWFSC",-121.26833,35.66167,"CSL",NA
"CALIF","POINT REYES","POINT REYES",NA,"SWFSC",-123.01867,37.99267,"CSL",NA
"CALIF","POINT REYES HEADLAND","POINT REYES HEADLAND",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.00448,37.98331,"MIXED",NA
"CALIF","POINT SAINT GEORGE","POINT SAINT GEORGE",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.25615,41.78272,"MIXED",NA
"CALIF","POINT SAINT GEORGE OFFSHORE ROCK","POINT SAINT GEORGE OFFSHORE ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.30185,41.78251,"MIXED",NA
"CALIF","POINT SAL","POINT SAL","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-120.66609,34.89904,"SSL",NA
"CALIF","POINT SAL ROCK","POINT SAL ROCK",NA,"SWFSC",-120.66667,34.90167,"CSL",NA
"CALIF","POINT SAN LUIS BREAKWATER","POINT SAN LUIS BREAKWATER",NA,"SWFSC",-120.75,35.16,"CSL",NA
"CALIF","POINT SAN PEDRO","POINT SAN PEDRO",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.51753,37.58166,"MIXED",NA
"CALIF","POINT SANTA CRUZ MAINLAND","POINT SANTA CRUZ MAINLAND",NA,"SWFSC",-122.02683,36.95167,"CSL",NA
"CALIF","POINT SANTA CRUZ ROCK","POINT SANTA CRUZ ROCK",NA,"SWFSC",-122.02583,36.95,"CSL",NA
"CALIF","PRINCETON","PRINCETON",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-122.49882,37.49994,"MIXED",NA
"CALIF","PUNTA GORDA","PUNTA GORDA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.35816,40.25499,"MIXED",NA
"CALIF","PUNTA GORDA","PUNTA GORDA",NA,"ODFW",-124.3503,40.2493,"SSL",NA
"CALIF","PUNTA GORDA","PUNTA GORDA",NA,"SWFSC",-124.33333,40.24167,"SSL",NA
"CALIF","PUNTA GORDA GORDA ROCK","PUNTA GORDA GORDA ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.33418,40.23901,"MIXED",NA
"CALIF","PUNTA GORDA SLG","PUNTA GORDA SLG",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","PUP ROCK","PUP ROCK",NA,"SWFSC",-120.87133,35.21833,"CSL",NA
"CALIF","READING ROCK","READING ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.17801,41.34001,"MIXED",NA
"CALIF","READING ROCK CALIF","READING ROCK CALIF",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","REDWOOD CREEK","REDWOOD CREEK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.0931,41.29626,"MIXED",NA
"CALIF","RICHARDSON ROCK","RICHARDSON ROCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-120.52001,34.102,"MIXED",NA
"CALIF","ROCKY POINT","ROCKY POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.16418,41.13884,"MIXED",NA
"CALIF","ROCKY POINT","ROCKY POINT",NA,"SWFSC",-122.625,37.88333,"CSL",NA
"CALIF","ROCKY POINT","ROCKY POINT",NA,"SWFSC",-120.63833,34.565,"CSL",NA
"CALIF","ROCKY POINT AREA","ROCKY POINT AREA",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.38656,38.61225,"MIXED",NA
"CALIF","RUSSIAN GULCH","RUSSIAN GULCH",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.16173,38.46531,"MIXED",NA
"CALIF","RUSSIAN RIVER RCKS","RUSSIAN RIVER RCKS",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.13803,38.44792,"MIXED",NA
"CALIF","S HUMBOLDT BAY","S HUMBOLDT BAY",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-124.23739,40.70079,"MIXED",NA
"CALIF","SADDLE POINT","SADDLE POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.75201,39.17401,"MIXED",NA
"CALIF","SAIL RCK","SAIL RCK",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.63796,38.81203,"MIXED",NA
"CALIF","SAIL ROCK PILLAR POINT","SAIL ROCK PILLAR POINT",NA,"SWFSC",-122.5,37.49333,"CSL",NA
"CALIF","SAINT GEORGE REEF","NW SEAL ROCK LIGHTHOUSE","TRUE","MANUAL",-124.375,41.837,"MIXED",NA
"CALIF","SAINT GEORGE REEF","S SEAL ROCK","TRUE","MANUAL",-124.351741825,41.8137362188,"SSL",NA
"CALIF","SAINT GEORGE REEF","SAINT GEORGE REEF",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","SAINT GEORGE REEF CASTLE ROCK","SAINT GEORGE REEF CASTLE ROCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","SAINT GEORGE REEF N SEAL ROCK","SAINT GEORGE REEF N SEAL ROCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","SAINT GEORGE REEF N SEALROCK","SAINT GEORGE REEF N SEALROCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","SAINT GEORGE REEF S SEAL ROCK","SAINT GEORGE REEF S SEAL ROCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"CALIF","SALMON POINT","SALMON POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.7741,39.20742,"MIXED",NA
"CALIF","SALT POINT","SALT POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-123.33858,38.56857,"MIXED",NA
"CALIF","SALT POINT","SALT POINT",NA,"SWFSC",-123.33333,38.565,"SSL",NA
"CALIF","SALT POINT STATE PARK","SALT POINT STATE PARK",NA,"ODFW",-123.305,38.55,"SSL",NA
"CALIF","SAN CLEMENTE ISLAND","405",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-118.46433,32.83262,"MIXED",NA
"CALIF","SAN CLEMENTE ISLAND","CHINA POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-118.43101,32.803,"MIXED",NA
"CALIF","SAN CLEMENTE ISLAND","MAIL POINT",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-118.50681,32.87662,"MIXED",NA
"CALIF","SAN CLEMENTE ISLAND","NORTHWEST HARBOR ISLET",NA,"CDFG/STANDFORD: PINNIPED HAUL-OUT SITES: CALIFORNIA--- 2013",-118.59101,33.038,"MIXED",NA
